date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:57:04	167/167	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Aug%202026%2005:57:04%20GMT	https://sandbox.paypal.com/mep/dashboard	/workspaces/Transferly/paypal_mirror/sandbox.paypal.com/mep/dashboard.0.delayed	(from )
05:57:05	39/39	---M--	302	error ('Found')	text/html	date:Sun,%2030%20Aug%202026%2005:57:05%20GMT	https://www.sandbox.paypal.com/mep/dashboard	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/mep/dashboard.1.delayed	(from )
05:57:06	122/122	---M--	302	error ('Found')	text/html	date:Sun,%2030%20Aug%202026%2005:57:06%20GMT	https://www.sandbox.paypal.com/mep/login	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/mep/login	(from )
05:57:08	29352/29352	---MCZ	200	added ('OK')	text/html	etag:W/%226e9e-4a1bmVJtIlfTnsei1B0uFExy/7A%22	https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/signin8f64.html	(from )
05:57:08	869/869	U--M-Z	200	updated ('OK')	text/plain	date:Sun,%2030%20Aug%202026%2005:57:08%20GMT	https://www.sandbox.paypal.com/robots.txt		(from )
05:57:09	29676/29676	---MCZ	200	added ('OK')	text/html	etag:W/%226fe2-Lg0ZuI04Pu4QFGCuuqwmxmSTq3g%22	https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F&country.x=US&locale.x=en_US&langTgl=en	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/signin569e.html	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
05:57:11	30679/30679	---MCZ	200	added ('OK')	text/html	etag:W/%2273cd-EEAfLLvM2E7OYJora46+KBnDdw4%22	https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F&country.x=US&locale.x=fr_XC&langTgl=fr	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/signin1f88.html	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
05:57:11	98119/98119	---MCZ	200	added ('OK')	text/html	etag:W/%2217f47-T5Xznd9O/+nOhj2TDPGokB2ff0I%22	https://www.sandbox.paypal.com/authflow/email-recovery/?contextId=&redirectUri=%252Fsignin%253FreturnUri%253Dhttps%25253A%25252F%25252Fwww.sandbox.paypal.com%25252Fmep%25252F	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/authflow/email-recovery/index8034.html	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
05:57:11	91148/91148	---MCZ	200	added ('OK')	text/html	etag:W/%221640c-YDWMkCcQFFKElFeRgnsXhcCDECw%22	https://www.sandbox.paypal.com/authflow/password-recovery/?redirectUri=%252Fsignin%253FreturnUri%253Dhttps%25253A%25252F%25252Fwww.sandbox.paypal.com%25252Fmep%25252F&country.x=US&locale.x=en_US&pwrMayflyId=pwr%3Afba1e816b3a44d7a90b2a27b3f3ad3db	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/authflow/password-recovery/index8093.html	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
05:57:12	758/758	---M--	403	error ('Forbidden')	text/html	date:Sun,%2030%20Aug%202026%2005:57:11%20GMT	https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F&country.x=US&locale.x=es_XC&langTgl=es	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/signin74c4	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
